file,class,method,variable,usage
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\controller\UserInfoController.java,com.ctrip.framework.apollo.portal.controller.UserInfoController,"createOrUpdateUser/2[boolean,com.ctrip.framework.apollo.portal.entity.po.UserPO]",isCreate,1
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\controller\UserInfoController.java,com.ctrip.framework.apollo.portal.controller.UserInfoController,"createOrUpdateUser/2[boolean,com.ctrip.framework.apollo.portal.entity.po.UserPO]",pwdCheckRes,2
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\controller\UserInfoController.java,com.ctrip.framework.apollo.portal.controller.UserInfoController,"createOrUpdateUser/2[boolean,com.ctrip.framework.apollo.portal.entity.po.UserPO]",user,5
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\controller\UserInfoController.java,com.ctrip.framework.apollo.portal.controller.UserInfoController,"searchUsersByKeyword/4[java.lang.String,boolean,int,int]",includeInactiveUsers,1
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\controller\UserInfoController.java,com.ctrip.framework.apollo.portal.controller.UserInfoController,"searchUsersByKeyword/4[java.lang.String,boolean,int,int]",offset,1
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\controller\UserInfoController.java,com.ctrip.framework.apollo.portal.controller.UserInfoController,"searchUsersByKeyword/4[java.lang.String,boolean,int,int]",limit,1
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\controller\UserInfoController.java,com.ctrip.framework.apollo.portal.controller.UserInfoController,"searchUsersByKeyword/4[java.lang.String,boolean,int,int]",keyword,1
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\controller\UserInfoController.java,com.ctrip.framework.apollo.portal.controller.UserInfoController,getUserByUserId/1[java.lang.String],userId,1
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\controller\UserInfoController.java,com.ctrip.framework.apollo.portal.controller.UserInfoController,changeUserEnabled/1[com.ctrip.framework.apollo.portal.entity.po.UserPO],user,1
c:\PROJECTS\apollo\apollo-common\src\main\java\com\ctrip\framework\apollo\common\config\RefreshablePropertySource.java,com.ctrip.framework.apollo.common.config.RefreshablePropertySource,"RefreshablePropertySource/2[java.lang.String,java.util.Map<java.lang.String,java.lang.Object>]",name,1
c:\PROJECTS\apollo\apollo-common\src\main\java\com\ctrip\framework\apollo\common\config\RefreshablePropertySource.java,com.ctrip.framework.apollo.common.config.RefreshablePropertySource,"RefreshablePropertySource/2[java.lang.String,java.util.Map<java.lang.String,java.lang.Object>]",source,1
c:\PROJECTS\apollo\apollo-common\src\main\java\com\ctrip\framework\apollo\common\config\RefreshablePropertySource.java,com.ctrip.framework.apollo.common.config.RefreshablePropertySource,getProperty/1[java.lang.String],name,1
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\entity\po\Permission.java,com.ctrip.framework.apollo.portal.entity.po.Permission,setPermissionType/1[java.lang.String],permissionType,2
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\entity\po\Permission.java,com.ctrip.framework.apollo.portal.entity.po.Permission,setTargetId/1[java.lang.String],targetId,2
c:\PROJECTS\apollo\apollo-common\src\main\java\com\ctrip\framework\apollo\common\dto\AppDTO.java,com.ctrip.framework.apollo.common.dto.AppDTO,setAppId/1[java.lang.String],appId,2
c:\PROJECTS\apollo\apollo-common\src\main\java\com\ctrip\framework\apollo\common\dto\AppDTO.java,com.ctrip.framework.apollo.common.dto.AppDTO,setOrgName/1[java.lang.String],orgName,2
c:\PROJECTS\apollo\apollo-common\src\main\java\com\ctrip\framework\apollo\common\dto\AppDTO.java,com.ctrip.framework.apollo.common.dto.AppDTO,setOwnerDisplayName/1[java.lang.String],ownerDisplayName,2
c:\PROJECTS\apollo\apollo-common\src\main\java\com\ctrip\framework\apollo\common\dto\AppDTO.java,com.ctrip.framework.apollo.common.dto.AppDTO,setName/1[java.lang.String],name,2
c:\PROJECTS\apollo\apollo-common\src\main\java\com\ctrip\framework\apollo\common\dto\AppDTO.java,com.ctrip.framework.apollo.common.dto.AppDTO,setOwnerName/1[java.lang.String],ownerName,2
c:\PROJECTS\apollo\apollo-common\src\main\java\com\ctrip\framework\apollo\common\dto\AppDTO.java,com.ctrip.framework.apollo.common.dto.AppDTO,setId/1[long],id,2
c:\PROJECTS\apollo\apollo-common\src\main\java\com\ctrip\framework\apollo\common\dto\AppDTO.java,com.ctrip.framework.apollo.common.dto.AppDTO,setOwnerEmail/1[java.lang.String],ownerEmail,2
c:\PROJECTS\apollo\apollo-common\src\main\java\com\ctrip\framework\apollo\common\dto\AppDTO.java,com.ctrip.framework.apollo.common.dto.AppDTO,setOrgId/1[java.lang.String],orgId,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,accessKeyCacheScanInterval/0,interval,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,releaseMessageNotificationBatchIntervalInMilli/0,interval,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,appNamespaceCacheScanInterval/0,interval,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,releaseMessageCacheScanInterval/0,interval,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,releaseMessageScanIntervalInMilli/0,interval,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,itemKeyLengthLimit/0,limit,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,grayReleaseRuleScanInterval/0,interval,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,releaseHistoryRetentionSize/0,count,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,namespaceValueLengthLimitOverride/0,namespaceValueLengthOverride,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,namespaceValueLengthLimitOverride/0,namespaceValueLengthOverrideString,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,"checkInt/4[int,int,int,int]",min,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,"checkInt/4[int,int,int,int]",max,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,"checkInt/4[int,int,int,int]",defaultValue,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,"checkInt/4[int,int,int,int]",value,3
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,itemValueLengthLimit/0,limit,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,longPollingTimeoutInMilli/0,timeout,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,appNamespaceCacheRebuildInterval/0,interval,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,releaseMessageNotificationBatch/0,batch,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,accessKeyAuthTimeDiffTolerance/0,authTimeDiffTolerance,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,eurekaServiceUrls/0,configuration,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,accessKeyCacheRebuildInterval/0,interval,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,BizConfig/1[com.ctrip.framework.apollo.biz.service.BizDBPropertySource],propertySource,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,releaseHistoryRetentionSizeOverride/0,entry,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,releaseHistoryRetentionSizeOverride/0,overrideString,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\config\BizConfig.java,com.ctrip.framework.apollo.biz.config.BizConfig,releaseHistoryRetentionSizeOverride/0,releaseHistoryRetentionSizeOverride,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\message\DatabaseMessageSender.java,com.ctrip.framework.apollo.biz.message.DatabaseMessageSender,DatabaseMessageSender/1[com.ctrip.framework.apollo.biz.repository.ReleaseMessageRepository],releaseMessageRepository,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\message\DatabaseMessageSender.java,com.ctrip.framework.apollo.biz.message.DatabaseMessageSender,initialize/0,ex,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\message\DatabaseMessageSender.java,com.ctrip.framework.apollo.biz.message.DatabaseMessageSender,initialize/0,rm,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\message\DatabaseMessageSender.java,com.ctrip.framework.apollo.biz.message.DatabaseMessageSender,"sendMessage/2[java.lang.String,java.lang.String]",ex,3
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\message\DatabaseMessageSender.java,com.ctrip.framework.apollo.biz.message.DatabaseMessageSender,"sendMessage/2[java.lang.String,java.lang.String]",channel,3
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\message\DatabaseMessageSender.java,com.ctrip.framework.apollo.biz.message.DatabaseMessageSender,"sendMessage/2[java.lang.String,java.lang.String]",newMessage,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\message\DatabaseMessageSender.java,com.ctrip.framework.apollo.biz.message.DatabaseMessageSender,"sendMessage/2[java.lang.String,java.lang.String]",message,3
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\message\DatabaseMessageSender.java,com.ctrip.framework.apollo.biz.message.DatabaseMessageSender,"sendMessage/2[java.lang.String,java.lang.String]",transaction,3
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\message\DatabaseMessageSender.java,com.ctrip.framework.apollo.biz.message.DatabaseMessageSender,cleanMessage/1[java.lang.Long],toRemove,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\message\DatabaseMessageSender.java,com.ctrip.framework.apollo.biz.message.DatabaseMessageSender,cleanMessage/1[java.lang.Long],hasMore,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\message\DatabaseMessageSender.java,com.ctrip.framework.apollo.biz.message.DatabaseMessageSender,cleanMessage/1[java.lang.Long],messages,3
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\message\DatabaseMessageSender.java,com.ctrip.framework.apollo.biz.message.DatabaseMessageSender,cleanMessage/1[java.lang.Long],id,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\message\DatabaseMessageSender.java,com.ctrip.framework.apollo.biz.message.DatabaseMessageSender,cleanMessage/1[java.lang.Long],releaseMessage,3
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\entity\po\UserPO.java,com.ctrip.framework.apollo.portal.entity.po.UserPO,setId/1[long],id,2
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\entity\po\UserPO.java,com.ctrip.framework.apollo.portal.entity.po.UserPO,setEmail/1[java.lang.String],email,2
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\entity\po\UserPO.java,com.ctrip.framework.apollo.portal.entity.po.UserPO,toUserInfo/0,userInfo,5
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\entity\po\UserPO.java,com.ctrip.framework.apollo.portal.entity.po.UserPO,setEnabled/1[int],enabled,2
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\entity\po\UserPO.java,com.ctrip.framework.apollo.portal.entity.po.UserPO,setPassword/1[java.lang.String],password,2
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\entity\po\UserPO.java,com.ctrip.framework.apollo.portal.entity.po.UserPO,setUserDisplayName/1[java.lang.String],userDisplayName,2
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\entity\po\UserPO.java,com.ctrip.framework.apollo.portal.entity.po.UserPO,setUsername/1[java.lang.String],username,2
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\entity\vo\Organization.java,com.ctrip.framework.apollo.portal.entity.vo.Organization,setOrgName/1[java.lang.String],orgName,2
c:\PROJECTS\apollo\apollo-portal\src\main\java\com\ctrip\framework\apollo\portal\entity\vo\Organization.java,com.ctrip.framework.apollo.portal.entity.vo.Organization,setOrgId/1[java.lang.String],orgId,2
c:\PROJECTS\apollo\apollo-biz\src\test\java\com\ctrip\framework\apollo\biz\registry\configuration\support\ApolloServiceRegistryClearApplicationRunnerIntegrationTest.java,com.ctrip.framework.apollo.biz.registry.configuration.support.ApolloServiceRegistryClearApplicationRunnerIntegrationTest,clearUnhealthyInstances/0,registry,2
c:\PROJECTS\apollo\apollo-biz\src\test\java\com\ctrip\framework\apollo\biz\registry\configuration\support\ApolloServiceRegistryClearApplicationRunnerIntegrationTest.java,com.ctrip.framework.apollo.biz.registry.configuration.support.ApolloServiceRegistryClearApplicationRunnerIntegrationTest,clearUnhealthyInstances/0,unhealthyTime,2
c:\PROJECTS\apollo\apollo-biz\src\test\java\com\ctrip\framework\apollo\biz\registry\configuration\support\ApolloServiceRegistryClearApplicationRunnerIntegrationTest.java,com.ctrip.framework.apollo.biz.registry.configuration.support.ApolloServiceRegistryClearApplicationRunnerIntegrationTest,clearUnhealthyInstances/0,healthy,6
c:\PROJECTS\apollo\apollo-biz\src\test\java\com\ctrip\framework\apollo\biz\registry\configuration\support\ApolloServiceRegistryClearApplicationRunnerIntegrationTest.java,com.ctrip.framework.apollo.biz.registry.configuration.support.ApolloServiceRegistryClearApplicationRunnerIntegrationTest,clearUnhealthyInstances/0,unhealthy,6
c:\PROJECTS\apollo\apollo-biz\src\test\java\com\ctrip\framework\apollo\biz\registry\configuration\support\ApolloServiceRegistryClearApplicationRunnerIntegrationTest.java,com.ctrip.framework.apollo.biz.registry.configuration.support.ApolloServiceRegistryClearApplicationRunnerIntegrationTest,clearUnhealthyInstances/0,serviceName,4
c:\PROJECTS\apollo\apollo-biz\src\test\java\com\ctrip\framework\apollo\biz\registry\configuration\support\ApolloServiceRegistryClearApplicationRunnerIntegrationTest.java,com.ctrip.framework.apollo.biz.registry.configuration.support.ApolloServiceRegistryClearApplicationRunnerIntegrationTest,clearUnhealthyInstances/0,serviceRegistryList,4
c:\PROJECTS\apollo\apollo-biz\src\test\java\com\ctrip\framework\apollo\biz\registry\configuration\support\ApolloServiceRegistryClearApplicationRunnerIntegrationTest.java,com.ctrip.framework.apollo.biz.registry.configuration.support.ApolloServiceRegistryClearApplicationRunnerIntegrationTest,clearUnhealthyInstances/0,healthUri,2
c:\PROJECTS\apollo\apollo-biz\src\test\java\com\ctrip\framework\apollo\biz\service\BizDBPropertySourceTest.java,com.ctrip.framework.apollo.biz.service.BizDBPropertySourceTest,initTestData/0,configs,7
c:\PROJECTS\apollo\apollo-biz\src\test\java\com\ctrip\framework\apollo\biz\service\BizDBPropertySourceTest.java,com.ctrip.framework.apollo.biz.service.BizDBPropertySourceTest,initTestData/0,cluster,2
c:\PROJECTS\apollo\apollo-biz\src\test\java\com\ctrip\framework\apollo\biz\service\BizDBPropertySourceTest.java,com.ctrip.framework.apollo.biz.service.BizDBPropertySourceTest,initTestData/0,dc,3
c:\PROJECTS\apollo\apollo-common\src\main\java\com\ctrip\framework\apollo\common\entity\AppNamespace.java,com.ctrip.framework.apollo.common.entity.AppNamespace,setName/1[java.lang.String],name,2
c:\PROJECTS\apollo\apollo-common\src\main\java\com\ctrip\framework\apollo\common\entity\AppNamespace.java,com.ctrip.framework.apollo.common.entity.AppNamespace,setFormat/1[java.lang.String],format,2
c:\PROJECTS\apollo\apollo-common\src\main\java\com\ctrip\framework\apollo\common\entity\AppNamespace.java,com.ctrip.framework.apollo.common.entity.AppNamespace,setComment/1[java.lang.String],comment,2
c:\PROJECTS\apollo\apollo-common\src\main\java\com\ctrip\framework\apollo\common\entity\AppNamespace.java,com.ctrip.framework.apollo.common.entity.AppNamespace,setPublic/1[boolean],aPublic,1
c:\PROJECTS\apollo\apollo-common\src\main\java\com\ctrip\framework\apollo\common\entity\AppNamespace.java,com.ctrip.framework.apollo.common.entity.AppNamespace,setAppId/1[java.lang.String],appId,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,createInstanceConfig/1[com.ctrip.framework.apollo.biz.entity.InstanceConfig],instanceConfig,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstanceConfig/3[long,java.lang.String,java.lang.String]",instanceId,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstanceConfig/3[long,java.lang.String,java.lang.String]",configNamespaceName,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstanceConfig/3[long,java.lang.String,java.lang.String]",configAppId,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"batchDeleteInstanceConfig/3[java.lang.String,java.lang.String,java.lang.String]",configNamespaceName,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"batchDeleteInstanceConfig/3[java.lang.String,java.lang.String,java.lang.String]",configAppId,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"batchDeleteInstanceConfig/3[java.lang.String,java.lang.String,java.lang.String]",configClusterName,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstance/4[java.lang.String,java.lang.String,java.lang.String,java.lang.String]",dataCenter,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstance/4[java.lang.String,java.lang.String,java.lang.String,java.lang.String]",appId,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstance/4[java.lang.String,java.lang.String,java.lang.String,java.lang.String]",clusterName,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstance/4[java.lang.String,java.lang.String,java.lang.String,java.lang.String]",ip,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"InstanceService/2[com.ctrip.framework.apollo.biz.repository.InstanceRepository,com.ctrip.framework.apollo.biz.repository.InstanceConfigRepository]",instanceConfigRepository,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"InstanceService/2[com.ctrip.framework.apollo.biz.repository.InstanceRepository,com.ctrip.framework.apollo.biz.repository.InstanceConfigRepository]",instanceRepository,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,findInstancesByIds/1[java.util.Set<java.lang.Long>],instances,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,findInstancesByIds/1[java.util.Set<java.lang.Long>],instanceIds,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findActiveInstanceConfigsByReleaseKey/2[java.lang.String,com.ctrip.framework.apollo.biz.service.Pageable]",pageable,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findActiveInstanceConfigsByReleaseKey/2[java.lang.String,com.ctrip.framework.apollo.biz.service.Pageable]",releaseKey,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,createInstance/1[com.ctrip.framework.apollo.biz.entity.Instance],instance,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,getValidInstanceConfigDate/0,cal,3
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstancesByNamespaceAndInstanceAppId/5[java.lang.String,java.lang.String,java.lang.String,java.lang.String,com.ctrip.framework.apollo.biz.service.Pageable]",instanceIdResult,3
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstancesByNamespaceAndInstanceAppId/5[java.lang.String,java.lang.String,java.lang.String,java.lang.String,com.ctrip.framework.apollo.biz.service.Pageable]",instances,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstancesByNamespaceAndInstanceAppId/5[java.lang.String,java.lang.String,java.lang.String,java.lang.String,com.ctrip.framework.apollo.biz.service.Pageable]",instanceIds,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstancesByNamespaceAndInstanceAppId/5[java.lang.String,java.lang.String,java.lang.String,java.lang.String,com.ctrip.framework.apollo.biz.service.Pageable]",instanceAppId,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstancesByNamespaceAndInstanceAppId/5[java.lang.String,java.lang.String,java.lang.String,java.lang.String,com.ctrip.framework.apollo.biz.service.Pageable]",appId,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstancesByNamespaceAndInstanceAppId/5[java.lang.String,java.lang.String,java.lang.String,java.lang.String,com.ctrip.framework.apollo.biz.service.Pageable]",clusterName,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstancesByNamespaceAndInstanceAppId/5[java.lang.String,java.lang.String,java.lang.String,java.lang.String,com.ctrip.framework.apollo.biz.service.Pageable]",pageable,2
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstancesByNamespaceAndInstanceAppId/5[java.lang.String,java.lang.String,java.lang.String,java.lang.String,com.ctrip.framework.apollo.biz.service.Pageable]",namespaceName,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstancesByNamespaceAndInstanceAppId/5[java.lang.String,java.lang.String,java.lang.String,java.lang.String,com.ctrip.framework.apollo.biz.service.Pageable]",o,7
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,updateInstanceConfig/1[com.ctrip.framework.apollo.biz.entity.InstanceConfig],existedInstanceConfig,6
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,updateInstanceConfig/1[com.ctrip.framework.apollo.biz.entity.InstanceConfig],instanceConfig,6
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstanceConfigsByNamespaceWithReleaseKeysNotIn/4[java.lang.String,java.lang.String,java.lang.String,java.util.Set<java.lang.String>]",releaseKeysNotIn,1
c:\PROJECTS\apollo\apollo-biz\src\main\java\com\ctrip\framework\apollo\biz\service\InstanceService.java,com.ctrip.framework.apollo.biz.service.InstanceService,"findInstanceConfigsByNamespaceWithReleaseKeysNotIn/4[java.lang.String,java.lang.String,java.lang.String,java.util.Set<java.lang.String>]",appId,1
